,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
683,FLY,$0.904754,Flycoin,684,"210,806*",Low Vol,"$190,727"
684,SLG,$0.045211,Sterlingcoin,685,"4,187,356",Low Vol,"$189,314"
685,FUNK,$0.000004,The Cypherfunks,686,"45,994,357,500",Low Vol,"$184,533"
686,WAY,$0.001819,WayGuide,687,"100,040,708*",Low Vol,"$181,933"
687,VAL,$0.000046,Valorbit,688,"3,945,077,939",Low Vol,"$180,589"
688,CAP,$0.000966,Bottlecaps,689,"186,379,091",Low Vol,"$180,084"
689,BUN,$0.000002,BunnyCoin,690,"102,113,974,071",Low Vol,"$176,500"
690,JIN,$0.016822,Jin Coin,691,"9,848,485",Low Vol,"$165,671"
691,UNIC,$0.056042,UniCoin,692,"2,952,235",Low Vol,"$165,449"
692,DGC,$0.006044,Digitalcoin,693,"26,894,689",Low Vol,"$162,546"
693,NYAN,$0.000511,Nyancoin,694,"315,356,375",Low Vol,"$161,169"
694,LOT,$0.000011,LottoCoin,695,"14,491,014,421",Low Vol,"$160,549"
695,HONEY,$0.591985,Honey,696,"265,865",Low Vol,"$157,388"
696,KUSH,$0.028039,KushCoin,697,"5,445,516",Low Vol,"$152,687"
697,XGR,$0.008809,GoldReserve,698,"17,171,382",Low Vol,"$151,259"
698,CYP,$0.023187,Cypher,699,"6,365,285*",Low Vol,"$147,592"
699,BERN,$0.002071,BERNcash,700,"71,234,301",Low Vol,"$147,545"
700,FRC,$0.004887,Freicoin,701,"29,067,025",Low Vol,"$142,064"
701,CJ,$0.000347,Cryptojacks,702,"406,568,581",Low Vol,"$141,271"
702,Q2C,$0.000568,QubitCoin,703,"248,071,987",Low Vol,"$140,982"
703,CHESS,$0.002570,ChessCoin,704,"54,032,769*",Low Vol,"$138,867"
704,CUBE,$0.000057,DigiCube,705,"2,429,126,009*",Low Vol,"$138,050"
705,EMD,$0.007160,Emerald Crypto,706,"19,117,129",Low Vol,"$136,870"
706,KLC,$0.000682,KiloCoin,707,"196,297,971",Low Vol,"$133,870"
707,SAC,$0.056263,SACoin,708,"2,361,470",Low Vol,"$132,863"
708,XRE,$0.005967,RevolverCoin,709,"22,171,616",Low Vol,"$132,304"
709,PUTIC,$0.003847,Putin Classic,710,"34,262,424",?,"$131,798"
710,SPEX,$0.000046,SproutsExtreme,711,"2,866,607,586*",Low Vol,"$131,682"
711,BTCR,$0.000771,Bitcurrency,712,"169,598,616*",Low Vol,"$130,682"
712,GP,$0.106831,GoldPieces,713,"1,220,161*",Low Vol,"$130,351"
713,GUN,$0.000666,Guncoin,714,"193,265,428",Low Vol,"$128,687"
714,J,$0.052388,Joincoin,715,"2,448,402",Low Vol,"$128,267"
715,GB,$0.008432,GoldBlocks,716,"15,133,282",Low Vol,"$127,599"
716,BXT,$0.228095,BitTokens,717,"558,000",Low Vol,"$127,277"
717,TGC,$0.002898,Tigercoin,718,"43,536,800",Low Vol,"$126,186"
718,ACOIN,$0.102873,Acoin,719,"1,220,085",Low Vol,"$125,514"
719,GRT,$0.002842,Grantcoin,720,"42,596,722*",Low Vol,"$121,041"
720,CNNC,$0.048591,Cannation,721,"2,476,893",Low Vol,"$120,353"
721,C2,$0.001193,Coin2.1,722,"99,976,323*",Low Vol,"$119,317"
722,BAS,$0.023863,BitAsean,723,"5,000,000*",Low Vol,"$119,313"
723,BIGUP,$0.000057,BigUp,724,"2,095,872,012",Low Vol,"$119,111"
724,MCRN,$0.000284,MACRON,725,"401,421,401*",Low Vol,"$114,066"
725,FLAX,$0.020250,Flaxscript,726,"5,577,716",Low Vol,"$112,948"
726,BITGOLD,$1253.36,bitGold,727,89.9694*,Low Vol,"$112,764"
727,XPD,$0.001739,PetroDollar,728,"63,993,275",Low Vol,"$111,286"
728,FUNC,$0.018983,FUNCoin,729,"5,848,581*",Low Vol,"$111,025"
729,SMOKE,$0.008290,Smoke,730,"13,379,987*",Low Vol,"$110,923"
730,ELE,$0.004319,Elementrem,731,"25,620,244",Low Vol,"$110,658"
731,ZUR,$0.001302,Zurcoin,732,"84,785,694",Low Vol,"$110,424"
732,TSE,$0.001221,Tattoocoin (S...,733,"90,421,856*",Low Vol,"$110,412"
733,EVO,$0.034381,Evotion,734,"3,119,785",Low Vol,"$107,261"
734,EVIL,$0.005102,Evil Coin,735,"21,020,383",Low Vol,"$107,237"
735,MAD,$0.000054,SatoshiMadness,736,"2,000,683,485*",Low Vol,"$107,087"
736,NDAO,$0.596782,NeuroDAO,737,"173,532*",Low Vol,"$103,561"
737,KIC,$0.006952,KibiCoin,738,"14,701,000",Low Vol,"$102,208"
738,PASL,$0.027790,Pascal Lite,739,"3,613,850",Low Vol,"$100,430"
739,WMC,$0.008531,WMCoin,740,"11,527,489*",Low Vol,"$98,342"
740,TOR,$0.304563,Torcoin,741,"316,179",Low Vol,"$96,296"
741,FRK,$0.102164,Franko,742,"930,767",Low Vol,"$95,091"
742,CACH,$0.022658,CacheCoin,743,"4,195,132",Low Vol,"$95,052"
743,ANTI,$0.005399,AntiBitcoin,744,"17,465,159",Low Vol,"$94,293"
744,LTBC,$0.000190,LTBcoin,745,"493,863,915*",Low Vol,"$94,018"
745,ARCO,$0.065707,AquariusCoin,746,"1,414,064*",Low Vol,"$92,914"
746,BCF,$0.021818,BitcoinFast,747,"4,173,624",Low Vol,"$91,061"
747,XBTC21,$0.112923,Bitcoin 21,748,"793,108*",Low Vol,"$89,560"
748,888,$0.001783,OctoCoin,749,"49,988,660",Low Vol,"$89,131"
749,020,$5.7e-07,020LondonCoin,750,"156,603,140,248",Low Vol,"$88,914"
750,CORG,$0.000069,CorgiCoin,751,"1,251,855,418*",Low Vol,"$86,649"
751,SPACE,$0.004334,SpaceCoin,752,"19,984,313",Low Vol,"$86,603"
752,CAT,$0.014265,Catcoin,753,"6,036,650",Low Vol,"$86,110"
753,ARG,$0.010286,Argentum,754,"8,263,468",Low Vol,"$85,001"
754,DUO,$0.275431,ParallelCoin,755,"299,654",Low Vol,"$82,534"
755,CRX,$0.001112,Chronos,756,"73,729,962",Low Vol,"$81,959"
756,GLT,$0.003240,GlobalToken,757,"24,993,200",Low Vol,"$80,978"
757,SRC,$0.009952,SecureCoin,758,"8,128,571",Low Vol,"$80,892"
758,DRM,$0.033019,Dreamcoin,759,"2,449,568*",Low Vol,"$80,882"
759,MARS,$0.002841,Marscoin,760,"28,279,074",Low Vol,"$80,336"
760,ARI,$0.000569,Aricoin,761,"140,262,505",Low Vol,"$79,824"
761,GAP,$0.006766,Gapcoin,762,"11,717,621",Low Vol,"$79,278"
762,SPT,$0.003508,Spots,763,"22,406,021",Low Vol,"$78,594"
763,300,$261.42,300 Token,764,300*,Low Vol,"$78,427"
764,MTM,$0.025791,MTMGaming,765,"3,000,000*",Low Vol,"$77,373"
765,HMP,$0.000057,HempCoin,766,"1,356,645,470",Low Vol,"$77,100"
766,FIRE,$0.783245,Firecoin,767,"98,412*",Low Vol,"$77,081"
767,ARB,$0.010317,ARbit,768,"7,442,775",Low Vol,"$76,784"
768,DIBC,$0.015127,DIBCOIN,769,"5,000,000*",Low Vol,"$75,635"
769,VEC2,$0.004490,Vector,770,"16,395,890",Low Vol,"$73,612"
770,MST,$0.111401,MustangCoin,771,"630,343",Low Vol,"$70,221"
771,PX,$0.000764,PX,772,"91,346,038",Low Vol,"$69,800"
772,PONZI,$0.080416,PonziCoin,773,"861,099",Low Vol,"$69,246"
773,URC,$0.009832,Unrealcoin,774,"7,024,402",Low Vol,"$69,062"
774,COXST,$0.002548,CoExistCoin,775,"27,100,000*",Low Vol,"$69,041"
775,RED,$0.000908,RedCoin,776,"74,107,896",Low Vol,"$67,275"
776,BUMBA,$0.003012,BumbaCoin,777,"22,314,724",Low Vol,"$67,213"
777,GTC,$0.002216,Global Tour Coin,778,"29,695,008",Low Vol,"$65,816"
778,EUC,$0.005382,Eurocoin,779,"12,100,028",Low Vol,"$65,119"
779,SLING,$0.060498,Sling,780,"1,074,095*",Low Vol,"$64,980"
780,TSTR,$0.012901,Tristar Coin,781,"5,027,857",Low Vol,"$64,862"
781,QTL,$0.008405,Quatloo,782,"7,685,322",Low Vol,"$64,594"
782,DBTC,$0.003580,Debitcoin,783,"17,999,368",Low Vol,"$64,444"
783,ISL,$0.042396,IslaCoin,784,"1,513,704*",Low Vol,"$64,175"
784,SCRT,$0.015117,SecretCoin,785,"4,228,672*",Low Vol,"$63,925"
785,ICOB,$0.000589,ICOBID,786,"106,082,162*",Low Vol,"$62,472"
786,WARP,$0.056831,WARP,787,"1,095,224*",Low Vol,"$62,243"
787,AGLC,$0.009150,AgrolifeCoin,788,"6,705,181*",Low Vol,"$61,351"
788,BLRY,$0.006706,BillaryCoin,789,"8,990,583",Low Vol,"$60,291"
789,HAL,$0.011593,Halcyon,790,"5,109,425",Low Vol,"$59,236"
790,IMS,$0.011011,Independent M...,791,"5,368,934",Low Vol,"$59,119"
791,VC,$0.005797,VirtualCoin,792,"10,064,287",Low Vol,"$58,340"
792,SOIL,$0.010195,SOILcoin,793,"5,702,048",Low Vol,"$58,132"
793,CXT,$0.006735,Coinonat,794,"8,623,200",Low Vol,"$58,080"
794,4CHN,$0.008549,ChanCoin,795,"6,676,671",Low Vol,"$57,077"
795,URO,$0.046317,Uro,796,"1,207,310",Low Vol,"$55,919"
796,611,$0.120649,SixEleven,797,"425,694",Low Vol,"$51,359"
797,BOST,$0.004319,BoostCoin,798,"11,855,487",Low Vol,"$51,206"
798,PHS,$0.021028,Philosopher S...,799,"2,429,219*",Low Vol,"$51,080"
799,HKG,$0.003069,Hacker Gold,800,"16,110,893*",Low Vol,"$49,442"
800,FLVR,$0.002330,FlavorCoin,801,"20,898,106*",Low Vol,"$48,694"
801,BRAIN,$0.004887,Braincoin,802,"9,776,263*",Low Vol,"$47,781"
802,ALL,$0.007558,Allion,803,"6,199,359",Low Vol,"$46,853"
803,MAR,$0.035368,Marijuanacoin,804,"1,317,827",Low Vol,"$46,608"
804,MND,$0.003694,MindCoin,805,"12,546,625",Low Vol,"$46,347"
805,ERY,$0.009255,Eryllium,806,"4,865,596",Low Vol,"$45,031"
806,GPL,$0.184701,Gold Pressed ...,807,"242,609",Low Vol,"$44,810"
807,CPN,$0.002271,CompuCoin,808,"19,615,019",Low Vol,"$44,544"
808,ZYD,$0.007104,Zayedcoin,809,"6,243,840",Low Vol,"$44,355"
809,MEOW,$0.000002,Kittehcoin,810,"23,905,669,976",Low Vol,"$44,299"
810,MILO,$0.004092,MiloCoin,811,"10,789,954",Low Vol,"$44,151"
811,HXX,$0.029948,Hexx,812,"1,454,053*",Low Vol,"$43,546"
812,DES,$0.027052,Destiny,813,"1,600,000",Low Vol,"$43,283"
813,TRADE,$0.006592,Tradecoin,814,"6,493,575",Low Vol,"$42,808"
814,JOBS,$0.000398,JobsCoin,815,"106,019,270",Low Vol,"$42,176"
815,NRO,$0.001478,Neuro,816,"28,512,736",Low Vol,"$42,131"
816,BENJI,$0.002030,BenjiRolls,817,"20,227,845",Low Vol,"$41,069"
817,CESC,$0.000284,CryptoEscudo,818,"144,105,100",Low Vol,"$40,948"
818,SOON,$0.003278,SoonCoin,819,"12,462,620*",Low Vol,"$40,858"
819,G3N,$0.005365,G3N,820,"7,561,891",Low Vol,"$40,570"
820,PRX,$0.003410,Printerium,821,"11,821,728",Low Vol,"$40,310"
821,STEPS,$0.002160,Steps,822,"18,625,017*",Low Vol,"$40,222"
822,$$$,$0.000873,Money,823,"45,887,218",Low Vol,"$40,058"
823,BVC,$0.012772,BeaverCoin,824,"3,115,258",Low Vol,"$39,787"
824,CMT,$0.045515,Comet,825,"872,830",Low Vol,"$39,727"
825,XCRE,$0.001932,Creatio,826,"20,520,514*",Low Vol,"$39,651"
826,ATX,$0.002046,Artex Coin,827,"18,781,750",Low Vol,"$38,426"
827,RPC,$0.043378,RonPaulCoin,828,"882,570",Low Vol,"$38,284"
828,PLNC,$0.002216,PLNcoin,829,"17,089,600",Low Vol,"$37,878"
829,BIOS,$0.001819,BiosCrypto,830,"20,821,709*",Low Vol,"$37,866"
830,QBK,$0.022230,Qibuck Asset,831,"1,671,679*",?,"$37,162"
831,POP,$0.000011,PopularCoin,832,"3,372,875,244",Low Vol,"$37,084"
832,ICON,$0.062514,Iconic,833,"592,894*",Low Vol,"$37,064"
833,JWL,$0.001819,Jewels,834,"20,181,636*",Low Vol,"$36,702"
834,COAL,$0.007672,BitCoal,835,"4,500,000",Low Vol,"$34,525"
835,PHO,$0.000002,Photon,836,"19,702,304,094",Low Vol,"$34,162"
836,ZMC,$0.000057,ZetaMicron,837,"600,344,291*",Low Vol,"$34,118"
837,LEA,$0.000113,LeaCoin,838,"300,448,090",Low Vol,"$34,077"
838,GBT,$0.001591,GameBet Coin,839,"21,262,780*",Low Vol,"$33,835"
839,BOAT,$0.001822,Doubloon,840,"18,547,845",Low Vol,"$33,798"
840,GBC,$0.002900,GBCGoldCoin,841,"11,361,817",Low Vol,"$32,949"
841,UET,$0.008113,Useless Ether...,842,"3,965,716*",Low Vol,"$32,173"
842,BTQ,$0.004490,BitQuark,843,"7,155,671",Low Vol,"$32,126"
843,ORLY,$0.000852,Orlycoin,844,"36,646,779",Low Vol,"$31,240"
844,LUNA,$0.020090,Luna Coin,845,"1,553,523",Low Vol,"$31,210"
845,LTCR,$0.001024,Litecred,846,"30,227,750",Low Vol,"$30,952"
846,XBTS,$0.019730,Beatcoin,847,"1,524,686",Low Vol,"$30,082"
847,IMX,$0.000271,Impact,848,"109,508,877",Low Vol,"$29,682"
848,DRS,$0.000057,Digital Rupees,849,"510,802,961*",Low Vol,"$29,029"
849,RIDE,$0.000284,Ride My Car,850,"101,276,976*",Low Vol,"$28,778"
850,FRAZ,$0.003327,Frazcoin,851,"8,105,822",Low Vol,"$26,968"
851,OFF,$0.010173,Cthulhu Offer...,852,"2,622,213",Low Vol,"$26,675"
852,MTLMC3,$0.000322,Metal Music Coin,853,"79,719,140",Low Vol,"$25,645"
853,SONG,$0.000785,SongCoin,854,"32,565,300",Low Vol,"$25,574"
854,BSC,$0.004546,BowsCoin,855,"5,550,102",Low Vol,"$25,233"
855,DLISK,$0.000227,DAPPSTER,856,"100,000,000*",Low Vol,"$22,732"
856,FUZZ,$0.004660,FuzzBalls,857,"4,829,945",Low Vol,"$22,507"
857,TAGR,$0.000580,TAGRcoin,858,"38,669,634*",Low Vol,"$22,421"
858,SOCC,$0.016140,SocialCoin,859,"1,384,879",Low Vol,"$22,352"
859,BLZ,$0.000036,BlazeCoin,860,"608,557,394",Low Vol,"$21,815"
860,CRT,$0.272789,CRTCoin,861,"79,270",Low Vol,"$21,624"
861,VTA,$0.000004,Virtacoin,862,"5,201,310,113",Low Vol,"$21,043"
862,EGO,$0.000342,EGO,863,"60,000,001*",Low Vol,"$20,493"
863,CASH,$0.000739,Cashcoin,864,"27,251,500",Low Vol,"$20,133"
864,PEX,$0.008013,PosEx,865,"2,453,240",Low Vol,"$19,658"
865,CONX,$0.023016,Concoin,866,"744,266",Low Vol,"$17,130"
866,1CR,$0.193990,1CRedit,867,"88,213",?,"$17,112"
867,SANDG,$0.005566,Save and Gain,868,"3,064,800",Low Vol,"$17,059"
868,HVCO,$0.011366,High Voltage,869,"1,494,171*",Low Vol,"$16,983"
869,DPAY,$0.000208,DPAY,870,"79,541,001",Low Vol,"$16,554"
870,IMPS,$0.000812,ImpulseCoin,871,"20,245,510",Low Vol,"$16,444"
871,LIR,$0.000455,LetItRide,872,"36,070,667*",Low Vol,"$16,399"
872,BIOB,$0.018413,BioBar,873,"885,756*",Low Vol,"$16,310"
873,SLEVIN,$0.000227,Slevin,874,"70,000,000*",Low Vol,"$15,913"
874,OS76,$0.017618,OsmiumCoin,875,"894,026",Low Vol,"$15,751"
875,CAB,$0.001488,Cabbage,876,"10,499,996*",Low Vol,"$15,627"
876,ZNE,$0.005910,Zonecoin,877,"2,581,970",Low Vol,"$15,261"
877,RSGP,$8.75,RSGPcoin,878,"1,726*",Low Vol,"$15,110"
878,SH,$0.003404,Shilling,879,"4,334,350*",Low Vol,"$14,754"
879,IBANK,$0.003183,iBank,880,"4,526,324",Low Vol,"$14,405"
880,SCS,$0.054785,Speedcash,881,"261,831",Low Vol,"$14,344"
881,VIP,$0.000170,VIP Tokens,882,"83,450,403*",Low Vol,"$14,228"
882,XOC,$0.033530,Xonecoin,883,"420,000*",Low Vol,"$14,083"
883,DOLLAR,$0.017731,Dollar Online,884,"753,776",Low Vol,"$13,365"
884,MGM,$0.003296,Magnum,885,"3,835,005",Low Vol,"$12,641"
885,NANOX,"$159,127",Project-X,886,0.078264*,Low Vol,"$12,454"
886,VPRC,$0.000015,VapersCoin,887,"780,124,964",Low Vol,"$11,555"
887,BNX,$0.000455,BnrtxCoin,888,"24,033,001",Low Vol,"$10,926"
888,REV,$0.009093,Revenu,889,"1,195,525",Low Vol,"$10,871"
889,CCM100,$0.003076,CCMiner,890,"3,360,417*",Low Vol,"$10,335"
890,SDP,$0.059402,SydPak,891,"159,393*",Low Vol,"$9,468"
891,VOLT,$0.000625,Bitvolt,892,"15,112,554*",Low Vol,"$9,447"
892,ARGUS,$0.007216,Argus,893,"1,148,324",Low Vol,"$8,286"
893,GEERT,$0.001585,GeertCoin,894,"5,091,200",Low Vol,"$8,072"
894,XRC,$0.011402,Rawcoin,895,"704,882",Low Vol,"$8,037"
895,P7C,$0.000227,P7Coin,896,"35,220,238",Low Vol,"$8,006"
896,DIX,$7.1e-08,Dix Asset,897,"100,000,000,000*",Low Vol,"$7,135"
897,ELS,$0.001591,Elysium,898,"4,005,012",Low Vol,"$6,373"
898,PULSE,$0.000446,Pulse,899,"14,298,972",Low Vol,"$6,372"
899,SLFI,$0.000057,Selfiecoin,900,"107,829,281",Low Vol,"$6,128"
900,MNC,$0.001307,MantraCoin,901,"4,650,380*",Low Vol,"$6,079"
901,OCEAN,$0.027725,BurstOcean,902,"211,827*",Low Vol,"$5,873"
902,SOJ,$0.008581,Sojourn,903,"485,214",Low Vol,"$4,163"
903,LEX,$0.003915,Lex4All,904,"1,000,000*",?,"$3,915"
904,PIZZA,$0.002387,PizzaCoin,905,"1,377,917",Low Vol,"$3,289"
905,DRAGON,$0.007982,BTCDragon,906,"403,189*",?,"$3,218"
906,BQC,$0.000057,BBQCoin,907,"50,765,854",Low Vol,"$2,885"
907,PWR,$0.000057,Powercoin,908,"49,983,870",Low Vol,"$2,841"
908,FDC,$0.001023,Future Digita...,909,"2,753,201",Low Vol,"$2,816"
909,ULA,$0.020883,Ulatech,910,"96,601",Low Vol,"$2,017"
910,MUG,$0.001161,MikeTheMug,911,"1,000,000*",Low Vol,"$1,161"
911,DGCS,$0.000170,Digital Credits,912,"5,826,388",Low Vol,$993
912,ABN,$0.014154,Abncoin,913,"67,700",Low Vol,$958
913,ENV,$0.000006,Environ,914,"132,656,584*",Low Vol,$767
914,XEN,$0.010543,Xenixcoin,915,"10,100",?,$106
915,CALC,$0.001132,CaliphCoin,916,"87,140",Low Vol,$99
916,GBG,$0.223406,Golos Gold,917,?*,"$6,581,720",?
917,INF,$0.008210,InfChain,918,?,"$4,943,830",?
918,FRGC,$7.57,Fargocoin,919,?,"$1,845,060",?
919,ENG,$0.780597,Enigma,920,?*,"$1,496,760",?
920,DMC,$1.00,DynamicCoin,921,?,"$1,281,390",?
921,XTZ,$2.46,Tezos (Pre-La...,922,?,"$683,177",?
922,ACT,$0.068765,Achain,923,?*,"$682,256",?
923,FLIK,$0.109147,FLiK,924,?*,"$626,372",?
924,KLN,$1.80,Kolion,925,?,"$409,034",?
925,CNX,$2.76,Cryptonex,926,?,"$365,006",?
926,EBST,$0.144692,eBoost,927,?*,"$306,741",?
927,MSD,$0.033530,MSD,928,?*,"$224,639",?
928,XIN,$0.016810,Infinity Econ...,929,?*,"$207,358",?
929,CLUB,$0.487685,ClubCoin,930,?*,"$141,255",?
930,TER,$12.63,TerraNova,931,?,"$136,394",?
931,XID,$0.272663,Sphre AIR,932,?*,"$117,972",?
932,XBG,$0.006365,BTCGold,933,?,"$113,656",?
933,ORME,$0.560843,Ormeus Coin,934,?*,"$107,164",?
934,SJCX,$0.511479,Storjcoin X,935,?*,"$100,505",?
935,SDRN,$0.010465,Senderon,936,?*,"$98,184",?
936,THS,$0.636287,TechShares,937,?*,"$89,916",?
937,BQ,$0.023763,bitqy,938,?*,"$75,692",?
938,YOYOW,$0.043312,YOYOW,939,?*,"$55,975",?
939,CCT,$1.37,Crystal Clear,940,?*,"$46,553",?
940,WHL,$0.284077,WhaleCoin,941,?,"$43,959",?
941,AURS,$3.23,Aureus,942,?*,"$39,305",?
942,REGA,$0.004376,Regacoin,943,?,"$39,067",?
943,COB,$0.065615,Cobinhood,944,?*,"$34,422",?
944,BTU,$487.94,Bitcoin Unlim...,945,?,"$30,155",?
945,BTDX,$0.454595,Bitcloud,946,?,"$28,925",?
946,IND,$0.102571,Indorse Token,947,?*,"$26,895",?
947,RHOC,$0.243257,RChain,948,?*,"$25,140",?
948,DEUS,$0.563593,DeusCoin,949,?,"$24,990",?
949,BUZZ,$0.000420,BuzzCoin,950,?,"$21,655",?
950,UGT,$0.305045,UG Token,951,?*,"$19,957",?
951,YOC,$0.002406,Yocoin,952,?*,"$19,189",?
952,HGT,$0.018697,HelloGold,953,?*,"$18,571",?
953,GOKU,$0.010228,Gokucoin,954,?,"$17,195",?
954,SND,$1.86,Sand Coin,955,?*,"$15,457",?
955,BTCZ,$0.002955,BitcoinZ,956,?,"$14,609",?
956,MCR,$5.55,Macro,957,?*,"$14,112",?
957,SIGMA,$0.042187,SIGMAcoin,958,?*,"$14,055",?
958,DAY,$6.89,Chronologic,959,?*,"$10,850",?
959,WA,$0.015231,WA Space,960,?,"$10,482",?
960,MBL,$0.001421,MobileCash,961,?,"$10,198",?
961,FLASH,$0.005121,Flash,962,?*,"$9,943",?
962,PCS,$0.096215,Pabyosi Coin ...,963,?,"$9,510",?
963,SIFT,$3.25,Smart Investm...,964,?*,"$9,337",?
964,MG,$0.011935,Mind Gene,965,?,"$8,450",?
965,MGC,$0.004660,GulfCoin,966,?,"$7,752",?
966,XID,$0.005285,International...,967,?,"$6,882",?
967,DFS,$0.017053,DFSCoin,968,?,"$6,489",?
968,ETX,$2.61,Etherx,969,?*,"$6,376",?
969,ACC,$0.307633,AdCoin,970,?,"$5,631",?
970,MTNC,$0.067956,Masternodecoin,971,?*,"$5,213",?
971,ELTC2,$0.000389,eLTC,972,?*,"$4,834",?
972,ETT,$0.073435,EncryptoTel [...,973,?*,"$4,718",?
973,STEX,$0.107025,STEX,974,?*,"$4,689",?
974,OX,$0.016867,OX Fina,975,?*,"$4,615",?
975,GSR,$0.160171,GeyserCoin,976,?,"$4,417",?
976,IQT,$0.512955,iQuant,977,?*,"$4,122",?
977,GRN,$0.014094,Granite,978,?,"$4,019",?
978,GUC,$1.14,GoldUnionCoin,979,?*,"$3,761",?
979,WILD,$0.126646,Wild Crypto,980,?*,"$3,705",?
980,XTD,$0.000114,XTD Coin,981,?,"$2,773",?
981,ZBC,$0.050846,Zilbercoin,982,?*,"$2,581",?
982,AMS,$0.003388,AmsterdamCoin,983,?,"$2,439",?
983,ZENGOLD,$0.056822,ZenGold,984,?*,"$2,340",?
984,NAMO,$0.000284,NamoCoin,985,?,"$2,266",?
985,EFYT,$6.89,Ergo,986,?*,"$2,192",?
986,HNC,$0.003694,Huncoin,987,?,"$2,127",?
987,PRIMU,$0.000234,Primulon,988,?,"$2,034",?
988,TYC,$0.233007,Tyrocoin,989,?,"$1,955",?
989,COLX,$0.000170,ColossusCoinXT,990,?,"$1,899",?
990,MRJA,$0.026142,GanjaCoin,991,?,"$1,841",?
991,WIC,$0.007913,Wi Coin,992,?*,"$1,771",?
992,KEXCOIN,$14.04,KexCoin,993,?*,"$1,659",?
993,BLAZR,$0.002205,BlazerCoin,994,?,"$1,654",?
994,BET,$0.005235,BetaCoin,995,?,"$1,586",?
995,MEN,$0.000625,PeopleCoin,996,?,"$1,490",?
996,KAYI,$0.000974,Kayicoin,997,?*,"$1,251",?
997,INDIA,$0.000455,India Coin,998,?*,"$1,249",?
998,LDCN,$0.002115,LandCoin,999,?*,"$1,129",?
999,SUR,$3.41,Suretly,1000,?*,"$1,044",?
1000,CYDER,$0.000739,Cyder,1001,?*,$899,?
1001,UR,$0.000850,UR,1002,?,$851,?
1002,RUBIT,$0.002976,RubleBit,1003,?,$849,?
1003,BLX,$1.61,Blockchain Index,1004,?*,$830,?
1004,HALLO,$0.000296,Halloween Coin,1005,?,$720,?
1005,UNRC,$0.000909,UniversalRoya...,1006,?*,$707,?
1006,ATMC,$1.14,ATMCoin,1007,?*,$682,?
1007,FID,$0.113662,BITFID,1008,?*,$634,?
1008,BAT,$0.000003,BatCoin,1009,?,$601,?
1009,OP,$0.000966,Operand,1010,?*,$587,?
1010,MOTO,$0.003084,Motocoin,1011,?,$541,?
1011,XLC,$0.020487,LeviarCoin,1012,?*,$528,?
1012,MRNG,$0.001307,MorningStar,1013,?*,Low Vol,?
1013,SHND,$4.2e-08,StrongHands,1014,?,Low Vol,?
1014,PCN,$0.000012,PeepCoin,1015,?*,Low Vol,?
1015,FUTC,$0.002160,FutCoin,1016,?,Low Vol,?
1016,MARX,$0.001421,MarxCoin,1017,?,Low Vol,?
1017,BRAT,$0.000171,BRAT,1018,?*,Low Vol,?
1018,BITCF,$0.351556,First Bitcoin...,1019,?*,Low Vol,?
1019,EDRC,$0.035962,EDRCoin,1020,?*,Low Vol,?
1020,XQN,$0.007218,Quotient,1021,?*,Low Vol,?
1021,LEPEN,$0.000057,LePen,1022,?*,Low Vol,?
1022,MAGN,$1.13,Magnetcoin,1023,?,Low Vol,?
1023,PAC,$1.4e-07,Paccoin,1024,?,Low Vol,?
1024,NBE,$0.000057,BitCentavo,1025,?,Low Vol,?
1025,ASN,$0.002842,Aseancoin,1026,?,Low Vol,?
1026,TOPAZ,$0.122857,Topaz Coin,1027,?,Low Vol,?
1027,EMV,$0.081129,Ethereum Movi...,1028,?*,Low Vol,?
1028,AMIS,$536.64,AMIS,1029,?*,Low Vol,?
1029,MINEX,$0.034013,Minex,1030,?*,Low Vol,?
1030,SKR,$0.001534,Sakuracoin,1031,?,Low Vol,?
1031,HDLB,$0.120311,HODL Bucks,1032,?*,Low Vol,?
1032,9COIN,$0.014037,9COIN,1033,?*,Low Vol,?
1033,XSTC,$0.000057,Safe Trade Coin,1034,?*,Low Vol,?
1034,BXC,$0.002555,Bitcedi,1035,?,Low Vol,?
1035,RBBT,$0.000007,RabbitCoin,1036,?,Low Vol,?
1036,SKULL,$0.004982,Pirate Blocks,1037,?,Low Vol,?
1037,APC,$0.228915,AlpaCoin,1038,?,Low Vol,?
1038,DASHS,$0.017049,Dashs,1039,?,Low Vol,?
1039,PRES,$0.004245,President Trump,1040,?*,Low Vol,?
1040,B@,$0.493533,Bankcoin,1041,?*,Low Vol,?
1041,ACN,$0.000398,Avoncoin,1042,?*,Low Vol,?
1042,TCOIN,$0.000080,T-coin,1043,?,Low Vol,?
1043,SFE,$0.000057,SafeCoin,1044,?,Low Vol,?
1044,AV,$0.029041,AvatarCoin,1045,?*,Low Vol,?
1045,HYPER,$0.039213,Hyper,1046,?,Low Vol,?
1046,XAU,$0.018981,Xaucoin,1047,?,Low Vol,?
1047,AIB,$0.005569,Advanced Inte...,1048,?,Low Vol,?
1048,VOYA,$2.94,Voyacoin,1049,?,Low Vol,?
1049,TODAY,$0.000909,TodayCoin,1050,?,Low Vol,?
1050,BTG,$0.852489,Bitgem,1051,?,Low Vol,?
1051,BUB,$0.068254,Bubble,1052,?*,Low Vol,?
1052,PRN,$0.000016,Protean,1053,?*,Low Vol,?
